  ,  , Corrida: ,23 seg ,  ,  , Peltier: ,21.26, ºC     , teInsta: ,31.83, ºC     , Disip: ,20.87, ºC     ,  , Aire: ,15.22,16:40:16,22/8/2022,TomaNro= 1,   Modo ,0,   tension puente H ,0.0,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=255y35,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,16.67111,  ,  , Corrida: ,32 seg ,  ,  , Peltier: ,21.26, ºC     , teInsta: ,31.83, ºC     , Disip: ,20.85, ºC     ,  , Aire: ,15.22,16:40:25,22/8/2022,TomaNro= 2,   Modo ,0,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=68y40,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.930277,  ,  , Corrida: ,4566 seg ,  ,  , Peltier: ,31.52, ºC     , teInsta: ,31.97, ºC     , Disip: ,30.93, ºC     ,  , Aire: ,15.22,17:55:59,22/8/2022,TomaNro= 497,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=71y42,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.933054,  ,  , Corrida: ,4575 seg ,  ,  , Peltier: ,31.39, ºC     , teInsta: ,31.97, ºC     , Disip: ,32.12, ºC     ,  , Aire: ,15.22,17:56:8,22/8/2022,TomaNro= 498,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=77y46,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.935555,  ,  , Corrida: ,4584 seg ,  ,  , Peltier: ,31.26, ºC     , teInsta: ,31.97, ºC     , Disip: ,33.2, ºC     ,  , Aire: ,15.22,17:56:17,22/8/2022,TomaNro= 499,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=83y49,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.938055,  ,  , Corrida: ,4593 seg ,  ,  , Peltier: ,31.11, ºC     , teInsta: ,31.97, ºC     , Disip: ,34.22, ºC     ,  , Aire: ,15.22,17:56:26,22/8/2022,TomaNro= 500,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=91y54,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.940556,  ,  , Corrida: ,4602 seg ,  ,  , Peltier: ,31.04, ºC     , teInsta: ,31.97, ºC     , Disip: ,35.19, ºC     ,  , Aire: ,15.22,17:56:35,22/8/2022,TomaNro= 501,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=101y60,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.943054,  ,  , Corrida: ,4611 seg ,  ,  , Peltier: ,31.01, ºC     , teInsta: ,31.96, ºC     , Disip: ,36.18, ºC     ,  , Aire: ,15.22,17:56:44,22/8/2022,TomaNro= 502,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=107y64,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.945555,  ,  , Corrida: ,4621 seg ,  ,  , Peltier: ,30.95, ºC     , teInsta: ,31.96, ºC     , Disip: ,37.11, ºC     ,  , Aire: ,15.22,17:56:54,22/8/2022,TomaNro= 503,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=110y66,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.948332,  ,  , Corrida: ,4630 seg ,  ,  , Peltier: ,30.94, ºC     , teInsta: ,31.96, ºC     , Disip: ,38.01, ºC     ,  , Aire: ,15.22,17:57:3,22/8/2022,TomaNro= 504,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=115y69,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.950834,  ,  , Corrida: ,4639 seg ,  ,  , Peltier: ,30.99, ºC     , teInsta: ,31.96, ºC     , Disip: ,38.85, ºC     ,  , Aire: ,15.22,17:57:12,22/8/2022,TomaNro= 505,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=116y69,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.953335,  ,  , Corrida: ,4648 seg ,  ,  , Peltier: ,31.02, ºC     , teInsta: ,31.96, ºC     , Disip: ,39.63, ºC     ,  , Aire: ,15.22,17:57:21,22/8/2022,TomaNro= 506,   Modo ,3,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=112y67,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.955833,  ,  , Corrida: ,4657 seg ,  ,  , Peltier: ,31.1, ºC     , teInsta: ,31.96, ºC     , Disip: ,40.26, ºC     ,  , Aire: ,15.22,17:57:30,22/8/2022,TomaNro= 507,   Modo ,3,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=108y64,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.958334,  ,  , Corrida: ,4666 seg ,  ,  , Peltier: ,31.18, ºC     , teInsta: ,31.96, ºC     , Disip: ,40.79, ºC     ,  , Aire: ,15.22,17:57:39,22/8/2022,TomaNro= 508,   Modo ,3,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=102y61,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.960835,  ,  , Corrida: ,4676 seg ,  ,  , Peltier: ,31.25, ºC     , teInsta: ,31.96, ºC     , Disip: ,41.21, ºC     ,  , Aire: ,15.22,17:57:49,22/8/2022,TomaNro= 509,   Modo ,3,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=96y57,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.963612,  ,  , Corrida: ,4685 seg ,  ,  , Peltier: ,31.35, ºC     , teInsta: ,31.96, ºC     , Disip: ,41.49, ºC     ,  , Aire: ,15.22,17:57:58,22/8/2022,TomaNro= 510,   Modo ,3,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=91y54,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.966112,  ,  , Corrida: ,4694 seg ,  ,  , Peltier: ,31.48, ºC     , teInsta: ,31.96, ºC     , Disip: ,41.68, ºC     ,  , Aire: ,15.22,17:58:7,22/8/2022,TomaNro= 511,   Modo ,3,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=85y51,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.96861,  ,  , Corrida: ,4703 seg ,  ,  , Peltier: ,31.6, ºC     , teInsta: ,31.96, ºC     , Disip: ,41.81, ºC     ,  , Aire: ,15.22,17:58:16,22/8/2022,TomaNro= 512,   Modo ,3,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=78y46,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.971111,  ,  , Corrida: ,4712 seg ,  ,  , Peltier: ,31.73, ºC     , teInsta: ,31.96, ºC     , Disip: ,41.83, ºC     ,  , Aire: ,15.22,17:58:25,22/8/2022,TomaNro= 513,   Modo ,3,   tension puente H ,8.78,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=74y44,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.973612,  ,  , Corrida: ,4721 seg ,  ,  , Peltier: ,31.87, ºC     , teInsta: ,31.96, ºC     , Disip: ,41.8, ºC     ,  , Aire: ,15.22,17:58:34,22/8/2022,TomaNro= 514,   Modo ,3,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=70y42,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.976112,  ,  , Corrida: ,4730 seg ,  ,  , Peltier: ,32.0, ºC     , teInsta: ,31.96, ºC     , Disip: ,41.74, ºC     ,  , Aire: ,15.22,17:58:44,22/8/2022,TomaNro= 515,   Modo ,3,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=68y40,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.978611,  ,  , Corrida: ,4740 seg ,  ,  , Peltier: ,32.13, ºC     , teInsta: ,31.96, ºC     , Disip: ,41.64, ºC     ,  , Aire: ,15.22,17:58:53,22/8/2022,TomaNro= 516,   Modo ,3,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=68y40,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.98139,  ,  , Corrida: ,4749 seg ,  ,  , Peltier: ,32.26, ºC     , teInsta: ,31.96, ºC     , Disip: ,41.56, ºC     ,  , Aire: ,15.22,17:59:2,22/8/2022,TomaNro= 517,   Modo ,3,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=69y41,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.983889,  ,  , Corrida: ,4758 seg ,  ,  , Peltier: ,32.39, ºC     , teInsta: ,31.96, ºC     , Disip: ,41.51, ºC     ,  , Aire: ,15.22,17:59:11,22/8/2022,TomaNro= 518,   Modo ,3,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=72y43,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.98639,  ,  , Corrida: ,4767 seg ,  ,  , Peltier: ,32.49, ºC     , teInsta: ,31.96, ºC     , Disip: ,41.29, ºC     ,  , Aire: ,15.22,17:59:20,22/8/2022,TomaNro= 519,   Modo ,3,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=76y45,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.98889,  ,  , Corrida: ,4776 seg ,  ,  , Peltier: ,32.58, ºC     , teInsta: ,31.96, ºC     , Disip: ,39.7, ºC     ,  , Aire: ,15.22,17:59:29,22/8/2022,TomaNro= 520,   Modo ,3,   tension puente H ,8.77,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=81y48,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.991388,  ,  , Corrida: ,4785 seg ,  ,  , Peltier: ,32.64, ºC     , teInsta: ,31.96, ºC     , Disip: ,37.83, ºC     ,  , Aire: ,15.22,17:59:39,22/8/2022,TomaNro= 521,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=85y51,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.993889,  ,  , Corrida: ,4795 seg ,  ,  , Peltier: ,32.75, ºC     , teInsta: ,31.96, ºC     , Disip: ,36.02, ºC     ,  , Aire: ,15.22,17:59:48,22/8/2022,TomaNro= 522,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=89y53,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.996668,  ,  , Corrida: ,4804 seg ,  ,  , Peltier: ,32.78, ºC     , teInsta: ,31.96, ºC     , Disip: ,34.41, ºC     ,  , Aire: ,15.22,17:59:57,22/8/2022,TomaNro= 523,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=97y58,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,17.999166,  ,  , Corrida: ,4813 seg ,  ,  , Peltier: ,32.82, ºC     , teInsta: ,31.95, ºC     , Disip: ,32.92, ºC     ,  , Aire: ,15.22,18:0:6,22/8/2022,TomaNro= 524,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=99y59,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.001667,  ,  , Corrida: ,4822 seg ,  ,  , Peltier: ,32.79, ºC     , teInsta: ,31.95, ºC     , Disip: ,31.59, ºC     ,  , Aire: ,15.22,18:0:15,22/8/2022,TomaNro= 525,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=102y61,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.004168,  ,  , Corrida: ,4831 seg ,  ,  , Peltier: ,32.75, ºC     , teInsta: ,31.95, ºC     , Disip: ,30.43, ºC     ,  , Aire: ,15.22,18:0:24,22/8/2022,TomaNro= 526,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=100y60,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.006666,  ,  , Corrida: ,4840 seg ,  ,  , Peltier: ,32.7, ºC     , teInsta: ,31.95, ºC     , Disip: ,29.39, ºC     ,  , Aire: ,15.22,18:0:33,22/8/2022,TomaNro= 527,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=97y58,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.009167,  ,  , Corrida: ,4850 seg ,  ,  , Peltier: ,32.57, ºC     , teInsta: ,31.95, ºC     , Disip: ,28.51, ºC     ,  , Aire: ,15.22,18:0:43,22/8/2022,TomaNro= 528,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=94y56,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.011944,  ,  , Corrida: ,4859 seg ,  ,  , Peltier: ,32.46, ºC     , teInsta: ,31.95, ºC     , Disip: ,27.77, ºC     ,  , Aire: ,15.22,18:0:52,22/8/2022,TomaNro= 529,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=85y51,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.014444,  ,  , Corrida: ,4868 seg ,  ,  , Peltier: ,32.32, ºC     , teInsta: ,31.95, ºC     , Disip: ,27.17, ºC     ,  , Aire: ,15.22,18:1:1,22/8/2022,TomaNro= 530,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=80y48,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.016945,  ,  , Corrida: ,4877 seg ,  ,  , Peltier: ,32.16, ºC     , teInsta: ,31.95, ºC     , Disip: ,26.68, ºC     ,  , Aire: ,15.22,18:1:10,22/8/2022,TomaNro= 531,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=74y44,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.019444,  ,  , Corrida: ,4886 seg ,  ,  , Peltier: ,31.97, ºC     , teInsta: ,31.95, ºC     , Disip: ,26.44, ºC     ,  , Aire: ,15.22,18:1:19,22/8/2022,TomaNro= 532,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=69y41,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.021944,  ,  , Corrida: ,4895 seg ,  ,  , Peltier: ,31.77, ºC     , teInsta: ,31.95, ºC     , Disip: ,27.67, ºC     ,  , Aire: ,15.22,18:1:28,22/8/2022,TomaNro= 533,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=68y40,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.024445,  ,  , Corrida: ,4904 seg ,  ,  , Peltier: ,31.59, ºC     , teInsta: ,31.95, ºC     , Disip: ,29.15, ºC     ,  , Aire: ,15.22,18:1:38,22/8/2022,TomaNro= 534,   Modo ,3,   tension puente H ,8.77,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=69y41,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.026945,  ,  , Corrida: ,4914 seg ,  ,  , Peltier: ,31.41, ºC     , teInsta: ,31.95, ºC     , Disip: ,30.53, ºC     ,  , Aire: ,15.22,18:1:47,22/8/2022,TomaNro= 535,   Modo ,3,   tension puente H ,8.77,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=74y44,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.029722,  ,  , Corrida: ,4923 seg ,  ,  , Peltier: ,31.26, ºC     , teInsta: ,31.95, ºC     , Disip: ,31.81, ºC     ,  , Aire: ,15.22,18:1:56,22/8/2022,TomaNro= 536,   Modo ,3,   tension puente H ,8.78,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=81y48,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.032223,  ,  , Corrida: ,4932 seg ,  ,  , Peltier: ,31.1, ºC     , teInsta: ,31.95, ºC     , Disip: ,32.97, ºC     ,  , Aire: ,15.22,18:2:5,22/8/2022,TomaNro= 537,   Modo ,3,   tension puente H ,8.78,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=90y54,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.034721,  ,  , Corrida: ,4941 seg ,  ,  , Peltier: ,30.98, ºC     , teInsta: ,31.95, ºC     , Disip: ,34.1, ºC     ,  , Aire: ,15.22,18:2:14,22/8/2022,TomaNro= 538,   Modo ,3,   tension puente H ,8.78,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=100y60,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.037222,  ,  , Corrida: ,4950 seg ,  ,  , Peltier: ,30.89, ºC     , teInsta: ,31.95, ºC     , Disip: ,35.2, ºC     ,  , Aire: ,15.22,18:2:23,22/8/2022,TomaNro= 539,   Modo ,3,   tension puente H ,8.78,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=111y66,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.039722,  ,  , Corrida: ,4959 seg ,  ,  , Peltier: ,30.83, ºC     , teInsta: ,31.95, ºC     , Disip: ,36.3, ºC     ,  , Aire: ,15.22,18:2:33,22/8/2022,TomaNro= 540,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=119y71,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.042221,  ,  , Corrida: ,4978 seg ,  ,  , Peltier: ,30.76, ºC     , teInsta: ,0.0, ºC     , Disip: ,37.25, ºC     ,  , Aire: ,15.22,18:2:51,22/8/2022,TomaNro= 0,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=255y255,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.047499,  ,  , Corrida: ,4987 seg ,  ,  , Peltier: ,30.8, ºC     , teInsta: ,31.94, ºC     , Disip: ,36.59, ºC     ,  , Aire: ,15.22,18:3:0,22/8/2022,TomaNro= 1,   Modo ,3,   tension puente H ,0.0,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=132y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.05,  ,  , Corrida: ,4996 seg ,  ,  , Peltier: ,30.84, ºC     , teInsta: ,31.94, ºC     , Disip: ,35.84, ºC     ,  , Aire: ,15.22,18:3:9,22/8/2022,TomaNro= 2,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=128y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.0525,  ,  , Corrida: ,5005 seg ,  ,  , Peltier: ,30.85, ºC     , teInsta: ,31.94, ºC     , Disip: ,35.11, ºC     ,  , Aire: ,15.22,18:3:18,22/8/2022,TomaNro= 3,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=124y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.054998,  ,  , Corrida: ,5014 seg ,  ,  , Peltier: ,30.9, ºC     , teInsta: ,31.94, ºC     , Disip: ,34.44, ºC     ,  , Aire: ,15.22,18:3:27,22/8/2022,TomaNro= 4,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=122y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,18.057499,  ,  , Corrida: ,5023 seg ,  ,  , Peltier: ,30.91, ºC     , teInsta: ,31.94, ºC     , Disip: ,33.82, ºC     ,  , Aire: ,15.22,18:3:36,22/8/2022,TomaNro= 5,   Modo ,3,   tension puente H ,8.53,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
