  ,  , Corrida: ,23 seg ,  ,  , Peltier: ,19.64, ºC     , teInsta: ,17.73, ºC     , Disip: ,18.64, ºC     ,  , Aire: ,15.22,1:24:10,18/8/2022,TomaNro= 1,   Modo ,0,   tension puente H ,0,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=255y35,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,1.4027778,  ,  , Corrida: ,33 seg ,  ,  , Peltier: ,19.7, ºC     , teInsta: ,17.73, ºC     , Disip: ,17.26, ºC     ,  , Aire: ,15.22,1:24:20,18/8/2022,TomaNro= 2,   Modo ,0,   tension puente H ,0,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=113y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4294446,  ,  , Corrida: ,7329 seg ,  ,  , Peltier: ,17.82, ºC     , teInsta: ,16.77, ºC     , Disip: ,14.95, ºC     ,  , Aire: ,15.22,3:25:56,18/8/2022,TomaNro= 150,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=119y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4322224,  ,  , Corrida: ,7337 seg ,  ,  , Peltier: ,17.84, ºC     , teInsta: ,16.77, ºC     , Disip: ,14.54, ºC     ,  , Aire: ,15.22,3:26:4,18/8/2022,TomaNro= 151,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=119y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4344444,  ,  , Corrida: ,7347 seg ,  ,  , Peltier: ,17.87, ºC     , teInsta: ,16.77, ºC     , Disip: ,15.11, ºC     ,  , Aire: ,15.22,3:26:14,18/8/2022,TomaNro= 152,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=120y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4372222,  ,  , Corrida: ,7356 seg ,  ,  , Peltier: ,17.9, ºC     , teInsta: ,16.77, ºC     , Disip: ,14.84, ºC     ,  , Aire: ,15.22,3:26:23,18/8/2022,TomaNro= 153,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=124y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4397223,  ,  , Corrida: ,7366 seg ,  ,  , Peltier: ,17.95, ºC     , teInsta: ,16.77, ºC     , Disip: ,14.33, ºC     ,  , Aire: ,15.22,3:26:33,18/8/2022,TomaNro= 154,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=127y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4425,  ,  , Corrida: ,7375 seg ,  ,  , Peltier: ,17.95, ºC     , teInsta: ,16.76, ºC     , Disip: ,13.84, ºC     ,  , Aire: ,15.22,3:26:42,18/8/2022,TomaNro= 155,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=133y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4450002,  ,  , Corrida: ,7384 seg ,  ,  , Peltier: ,17.95, ºC     , teInsta: ,16.76, ºC     , Disip: ,13.54, ºC     ,  , Aire: ,15.22,3:26:51,18/8/2022,TomaNro= 156,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=133y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4475,  ,  , Corrida: ,7392 seg ,  ,  , Peltier: ,17.97, ºC     , teInsta: ,16.76, ºC     , Disip: ,14.32, ºC     ,  , Aire: ,15.22,3:26:59,18/8/2022,TomaNro= 157,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=133y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4497223,  ,  , Corrida: ,7401 seg ,  ,  , Peltier: ,18.0, ºC     , teInsta: ,16.76, ºC     , Disip: ,15.35, ºC     ,  , Aire: ,15.22,3:27:9,18/8/2022,TomaNro= 158,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=135y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4522223,  ,  , Corrida: ,7411 seg ,  ,  , Peltier: ,18.0, ºC     , teInsta: ,16.76, ºC     , Disip: ,14.94, ºC     ,  , Aire: ,15.22,3:27:18,18/8/2022,TomaNro= 159,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=138y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4550002,  ,  , Corrida: ,7419 seg ,  ,  , Peltier: ,18.02, ºC     , teInsta: ,16.76, ºC     , Disip: ,14.41, ºC     ,  , Aire: ,15.22,3:27:26,18/8/2022,TomaNro= 160,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=138y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4572222,  ,  , Corrida: ,7429 seg ,  ,  , Peltier: ,18.04, ºC     , teInsta: ,16.76, ºC     , Disip: ,14.93, ºC     ,  , Aire: ,15.22,3:27:36,18/8/2022,TomaNro= 161,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=142y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.46,  ,  , Corrida: ,7438 seg ,  ,  , Peltier: ,18.08, ºC     , teInsta: ,16.76, ºC     , Disip: ,14.49, ºC     ,  , Aire: ,15.22,3:27:45,18/8/2022,TomaNro= 162,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=144y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4625,  ,  , Corrida: ,7448 seg ,  ,  , Peltier: ,18.09, ºC     , teInsta: ,16.76, ºC     , Disip: ,13.81, ºC     ,  , Aire: ,15.22,3:27:55,18/8/2022,TomaNro= 163,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=148y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.465278,  ,  , Corrida: ,7457 seg ,  ,  , Peltier: ,18.13, ºC     , teInsta: ,16.76, ºC     , Disip: ,13.21, ºC     ,  , Aire: ,15.22,3:28:4,18/8/2022,TomaNro= 164,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=149y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4677777,  ,  , Corrida: ,7467 seg ,  ,  , Peltier: ,18.14, ºC     , teInsta: ,16.76, ºC     , Disip: ,12.72, ºC     ,  , Aire: ,15.22,3:28:14,18/8/2022,TomaNro= 165,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=155y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4705555,  ,  , Corrida: ,7476 seg ,  ,  , Peltier: ,18.13, ºC     , teInsta: ,16.76, ºC     , Disip: ,12.33, ºC     ,  , Aire: ,15.22,3:28:23,18/8/2022,TomaNro= 166,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=156y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4730556,  ,  , Corrida: ,7485 seg ,  ,  , Peltier: ,18.11, ºC     , teInsta: ,16.76, ºC     , Disip: ,11.99, ºC     ,  , Aire: ,15.22,3:28:33,18/8/2022,TomaNro= 167,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=155y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4755557,  ,  , Corrida: ,7495 seg ,  ,  , Peltier: ,18.09, ºC     , teInsta: ,16.75, ºC     , Disip: ,11.76, ºC     ,  , Aire: ,15.22,3:28:42,18/8/2022,TomaNro= 168,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=153y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4783335,  ,  , Corrida: ,7504 seg ,  ,  , Peltier: ,18.08, ºC     , teInsta: ,16.75, ºC     , Disip: ,11.58, ºC     ,  , Aire: ,15.22,3:28:51,18/8/2022,TomaNro= 169,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=150y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4808333,  ,  , Corrida: ,7514 seg ,  ,  , Peltier: ,18.02, ºC     , teInsta: ,16.75, ºC     , Disip: ,11.49, ºC     ,  , Aire: ,15.22,3:29:1,18/8/2022,TomaNro= 170,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=149y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.483611,  ,  , Corrida: ,7523 seg ,  ,  , Peltier: ,18.01, ºC     , teInsta: ,16.75, ºC     , Disip: ,11.44, ºC     ,  , Aire: ,15.22,3:29:10,18/8/2022,TomaNro= 171,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=142y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4861112,  ,  , Corrida: ,7533 seg ,  ,  , Peltier: ,17.95, ºC     , teInsta: ,16.75, ºC     , Disip: ,11.44, ºC     ,  , Aire: ,15.22,3:29:20,18/8/2022,TomaNro= 172,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=141y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.488889,  ,  , Corrida: ,7542 seg ,  ,  , Peltier: ,17.92, ºC     , teInsta: ,16.75, ºC     , Disip: ,11.49, ºC     ,  , Aire: ,15.22,3:29:29,18/8/2022,TomaNro= 173,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=134y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4913888,  ,  , Corrida: ,7552 seg ,  ,  , Peltier: ,17.9, ºC     , teInsta: ,16.75, ºC     , Disip: ,11.56, ºC     ,  , Aire: ,15.22,3:29:39,18/8/2022,TomaNro= 174,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=131y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4941666,  ,  , Corrida: ,7561 seg ,  ,  , Peltier: ,17.84, ºC     , teInsta: ,16.75, ºC     , Disip: ,11.67, ºC     ,  , Aire: ,15.22,3:29:48,18/8/2022,TomaNro= 175,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=129y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4966667,  ,  , Corrida: ,7570 seg ,  ,  , Peltier: ,17.83, ºC     , teInsta: ,16.75, ºC     , Disip: ,11.78, ºC     ,  , Aire: ,15.22,3:29:58,18/8/2022,TomaNro= 176,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=122y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.4991667,  ,  , Corrida: ,7580 seg ,  ,  , Peltier: ,17.76, ºC     , teInsta: ,16.75, ºC     , Disip: ,11.9, ºC     ,  , Aire: ,15.22,3:30:7,18/8/2022,TomaNro= 177,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=121y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5019445,  ,  , Corrida: ,7589 seg ,  ,  , Peltier: ,17.73, ºC     , teInsta: ,16.75, ºC     , Disip: ,12.02, ºC     ,  , Aire: ,15.22,3:30:16,18/8/2022,TomaNro= 178,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=115y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5044444,  ,  , Corrida: ,7599 seg ,  ,  , Peltier: ,17.68, ºC     , teInsta: ,16.75, ºC     , Disip: ,12.18, ºC     ,  , Aire: ,15.22,3:30:26,18/8/2022,TomaNro= 179,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=112y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5072222,  ,  , Corrida: ,7608 seg ,  ,  , Peltier: ,17.64, ºC     , teInsta: ,16.74, ºC     , Disip: ,12.35, ºC     ,  , Aire: ,15.22,3:30:35,18/8/2022,TomaNro= 180,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=108y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5097222,  ,  , Corrida: ,7618 seg ,  ,  , Peltier: ,17.62, ºC     , teInsta: ,16.74, ºC     , Disip: ,12.51, ºC     ,  , Aire: ,15.22,3:30:45,18/8/2022,TomaNro= 181,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=105y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5125,  ,  , Corrida: ,7627 seg ,  ,  , Peltier: ,17.58, ºC     , teInsta: ,16.74, ºC     , Disip: ,12.67, ºC     ,  , Aire: ,15.22,3:30:54,18/8/2022,TomaNro= 182,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=103y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.515,  ,  , Corrida: ,7637 seg ,  ,  , Peltier: ,17.55, ºC     , teInsta: ,16.74, ºC     , Disip: ,12.82, ºC     ,  , Aire: ,15.22,3:31:4,18/8/2022,TomaNro= 183,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=100y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5177777,  ,  , Corrida: ,7646 seg ,  ,  , Peltier: ,17.53, ºC     , teInsta: ,16.74, ºC     , Disip: ,12.96, ºC     ,  , Aire: ,15.22,3:31:13,18/8/2022,TomaNro= 184,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=98y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5202777,  ,  , Corrida: ,7655 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.74, ºC     , Disip: ,13.1, ºC     ,  , Aire: ,15.22,3:31:23,18/8/2022,TomaNro= 185,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=96y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5227778,  ,  , Corrida: ,7665 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.74, ºC     , Disip: ,13.21, ºC     ,  , Aire: ,15.22,3:31:32,18/8/2022,TomaNro= 186,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=95y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5255556,  ,  , Corrida: ,7673 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.74, ºC     , Disip: ,13.38, ºC     ,  , Aire: ,15.22,3:31:40,18/8/2022,TomaNro= 187,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=95y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5277777,  ,  , Corrida: ,7682 seg ,  ,  , Peltier: ,17.5, ºC     , teInsta: ,16.74, ºC     , Disip: ,14.32, ºC     ,  , Aire: ,15.22,3:31:49,18/8/2022,TomaNro= 188,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=95y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5302777,  ,  , Corrida: ,7691 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.74, ºC     , Disip: ,15.41, ºC     ,  , Aire: ,15.22,3:31:58,18/8/2022,TomaNro= 189,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=94y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5327778,  ,  , Corrida: ,7701 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.74, ºC     , Disip: ,15.34, ºC     ,  , Aire: ,15.22,3:32:8,18/8/2022,TomaNro= 190,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=95y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5355556,  ,  , Corrida: ,7710 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.74, ºC     , Disip: ,15.0, ºC     ,  , Aire: ,15.22,3:32:17,18/8/2022,TomaNro= 191,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=95y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5380554,  ,  , Corrida: ,7720 seg ,  ,  , Peltier: ,17.56, ºC     , teInsta: ,16.74, ºC     , Disip: ,14.68, ºC     ,  , Aire: ,15.22,3:32:27,18/8/2022,TomaNro= 192,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=96y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5408332,  ,  , Corrida: ,7729 seg ,  ,  , Peltier: ,17.52, ºC     , teInsta: ,16.73, ºC     , Disip: ,14.43, ºC     ,  , Aire: ,15.22,3:32:36,18/8/2022,TomaNro= 193,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=99y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5433333,  ,  , Corrida: ,7738 seg ,  ,  , Peltier: ,17.58, ºC     , teInsta: ,16.73, ºC     , Disip: ,14.23, ºC     ,  , Aire: ,15.22,3:32:46,18/8/2022,TomaNro= 194,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=96y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5458333,  ,  , Corrida: ,7748 seg ,  ,  , Peltier: ,17.6, ºC     , teInsta: ,16.73, ºC     , Disip: ,14.1, ºC     ,  , Aire: ,15.22,3:32:55,18/8/2022,TomaNro= 195,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=100y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.5486112,  ,  , Corrida: ,7757 seg ,  ,  , Peltier: ,17.6, ºC     , teInsta: ,16.73, ºC     , Disip: ,13.95, ºC     ,  , Aire: ,15.22,3:33:4,18/8/2022,TomaNro= 196,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=103y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.551111,  ,  , Corrida: ,7766 seg ,  ,  , Peltier: ,17.65, ºC     , teInsta: ,16.73, ºC     , Disip: ,13.94, ºC     ,  , Aire: ,15.22,3:33:13,18/8/2022,TomaNro= 197,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=103y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.553611,  ,  , Corrida: ,7775 seg ,  ,  , Peltier: ,17.66, ºC     , teInsta: ,16.73, ºC     , Disip: ,14.72, ºC     ,  , Aire: ,15.22,3:33:22,18/8/2022,TomaNro= 198,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=106y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,3.556111,  ,  , Corrida: ,7785 seg ,  ,  , Peltier: ,17.69, ºC     , teInsta: ,16.73, ºC     , Disip: ,14.66, ºC     ,  , Aire: ,15.22,3:33:32,18/8/2022,TomaNro= 199,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
