  ,  , Corrida: ,3 seg ,  ,  , Peltier: ,29.56, ºC     , teInsta: ,0.0, ºC     , Disip: ,0.0, ºC     ,  ,16:30:6,  E: ,HEATINGconPWM=255,   TomaNro= 1,   Modo ,0,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,106 seg ,  ,  , Peltier: ,31.56, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:49,  E: ,COOLINGconPWM=76,   TomaNro= 88,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,108 seg ,  ,  , Peltier: ,31.62, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:51,  E: ,COOLINGconPWM=78,   TomaNro= 89,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,109 seg ,  ,  , Peltier: ,31.69, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:53,  E: ,COOLINGconPWM=81,   TomaNro= 90,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,110 seg ,  ,  , Peltier: ,31.62, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:53,  E: ,COOLINGconPWM=84,   TomaNro= 91,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,113 seg ,  ,  , Peltier: ,31.56, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:56,  E: ,COOLINGconPWM=81,   TomaNro= 92,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,114 seg ,  ,  , Peltier: ,31.5, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:57,  E: ,COOLINGconPWM=78,   TomaNro= 93,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,115 seg ,  ,  , Peltier: ,31.44, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:58,  E: ,COOLINGconPWM=76,   TomaNro= 94,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,116 seg ,  ,  , Peltier: ,31.37, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:59,  E: ,COOLINGconPWM=73,   TomaNro= 95,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,117 seg ,  ,  , Peltier: ,31.31, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:0,  E: ,BALANCEconPWM=71,   TomaNro= 96,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,117 seg ,  ,  , Peltier: ,31.25, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:1,  E: ,BALANCEconPWM=70,   TomaNro= 97,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,118 seg ,  ,  , Peltier: ,31.19, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:1,  E: ,BALANCEconPWM=69,   TomaNro= 98,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,119 seg ,  ,  , Peltier: ,31.12, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:2,  E: ,BALANCEconPWM=68,   TomaNro= 99,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,120 seg ,  ,  , Peltier: ,31.06, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:3,  E: ,BALANCEconPWM=68,   TomaNro= 100,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,122 seg ,  ,  , Peltier: ,31.0, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:5,  E: ,BALANCEconPWM=68,   TomaNro= 101,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,123 seg ,  ,  , Peltier: ,30.94, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:6,  E: ,BALANCEconPWM=68,   TomaNro= 102,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,124 seg ,  ,  , Peltier: ,30.87, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:7,  E: ,BALANCEconPWM=69,   TomaNro= 103,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,125 seg ,  ,  , Peltier: ,30.81, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:8,  E: ,BALANCEconPWM=70,   TomaNro= 104,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,127 seg ,  ,  , Peltier: ,30.75, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:10,  E: ,BALANCEconPWM=71,   TomaNro= 105,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,127 seg ,  ,  , Peltier: ,30.69, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:11,  E: ,HEATINGconPWM=73,   TomaNro= 106,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,133 seg ,  ,  , Peltier: ,30.75, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:16,  E: ,HEATINGconPWM=75,   TomaNro= 107,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,135 seg ,  ,  , Peltier: ,30.81, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:18,  E: ,HEATINGconPWM=73,   TomaNro= 108,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,138 seg ,  ,  , Peltier: ,30.87, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:21,  E: ,BALANCEconPWM=71,   TomaNro= 109,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,141 seg ,  ,  , Peltier: ,30.81, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:24,  E: ,BALANCEconPWM=70,   TomaNro= 110,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,147 seg ,  ,  , Peltier: ,30.75, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:30,  E: ,BALANCEconPWM=71,   TomaNro= 111,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,150 seg ,  ,  , Peltier: ,30.69, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:33,  E: ,HEATINGconPWM=73,   TomaNro= 112,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,152 seg ,  ,  , Peltier: ,30.62, ºC     , teInsta: ,31.09, ºC     , Disip: ,24.0, ºC     ,  ,16:32:35,  E: ,HEATINGconPWM=75,   TomaNro= 113,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,157 seg ,  ,  , Peltier: ,30.69, ºC     , teInsta: ,31.1, ºC     , Disip: ,24.0, ºC     ,  ,16:32:40,  E: ,HEATINGconPWM=78,   TomaNro= 114,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,157 seg ,  ,  , Peltier: ,30.75, ºC     , teInsta: ,31.1, ºC     , Disip: ,24.0, ºC     ,  ,16:32:41,  E: ,HEATINGconPWM=75,   TomaNro= 115,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,158 seg ,  ,  , Peltier: ,30.81, ºC     , teInsta: ,31.1, ºC     , Disip: ,24.0, ºC     ,  ,16:32:41,  E: ,HEATINGconPWM=73,   TomaNro= 116,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,159 seg ,  ,  , Peltier: ,30.94, ºC     , teInsta: ,31.1, ºC     , Disip: ,24.0, ºC     ,  ,16:32:42,  E: ,BALANCEconPWM=71,   TomaNro= 117,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,160 seg ,  ,  , Peltier: ,31.06, ºC     , teInsta: ,31.1, ºC     , Disip: ,24.0, ºC     ,  ,16:32:43,  E: ,BALANCEconPWM=69,   TomaNro= 118,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,161 seg ,  ,  , Peltier: ,31.19, ºC     , teInsta: ,31.1, ºC     , Disip: ,24.0, ºC     ,  ,16:32:44,  E: ,BALANCEconPWM=68,   TomaNro= 119,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,162 seg ,  ,  , Peltier: ,31.31, ºC     , teInsta: ,31.1, ºC     , Disip: ,24.0, ºC     ,  ,16:32:45,  E: ,BALANCEconPWM=68,   TomaNro= 120,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,163 seg ,  ,  , Peltier: ,31.37, ºC     , teInsta: ,31.1, ºC     , Disip: ,24.0, ºC     ,  ,16:32:46,  E: ,BALANCEconPWM=70,   TomaNro= 121,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,163 seg ,  ,  , Peltier: ,31.44, ºC     , teInsta: ,31.1, ºC     , Disip: ,24.0, ºC     ,  ,16:32:47,  E: ,BALANCEconPWM=71,   TomaNro= 122,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,164 seg ,  ,  , Peltier: ,31.5, ºC     , teInsta: ,31.1, ºC     , Disip: ,24.0, ºC     ,  ,16:32:47,  E: ,COOLINGconPWM=73,   TomaNro= 123,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,165 seg ,  ,  , Peltier: ,31.56, ºC     , teInsta: ,31.1, ºC     , Disip: ,24.0, ºC     ,  ,16:32:48,  E: ,COOLINGconPWM=75,   TomaNro= 124,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
